credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn,churn_probability(%)
439,1,0,29,6,0.6240359581852537,1,1,0,0.9030216385664831,0,21.906797
484,2,1,36,8,0.0,2,1,0,0.9307133831280887,0,2.0008032
803,2,0,37,1,0.0,2,0,0,0.03722165466802079,0,6.3951173
724,0,0,48,6,0.44027138668134147,2,1,1,0.4027411117761746,1,22.436977
640,1,1,33,7,0.6160898235614309,1,1,0,0.12856577803180202,1,8.199469
701,2,0,35,9,0.0,2,0,0,0.855008053269087,0,3.0594378
537,1,1,37,3,0.0,2,1,1,0.10296853349494875,0,1.1313168
651,0,1,26,5,0.586043998979825,1,0,0,0.7088260928918712,0,13.854168
523,0,1,41,0,0.4753974412479585,1,0,0,0.6114223908383251,1,69.289986
717,1,0,25,7,0.43310353618076575,2,1,0,0.9500920837940023,0,0.7178218
593,2,1,44,5,0.0,1,1,0,0.6402381427426319,0,68.54784
706,0,1,38,5,0.6498049467016669,2,1,1,0.6783177293431523,0,2.765024
714,0,0,49,4,0.3709049359443111,1,1,0,0.03780326021135018,1,87.84952
794,2,1,38,9,0.7157539939821782,1,1,0,0.1179345627507427,0,18.232042
518,0,1,46,4,0.4528768234146382,1,0,0,0.46362347604196197,1,83.5727
589,0,1,55,7,0.4781283109807652,1,1,0,0.3257573598278636,1,96.398766
824,1,1,45,3,0.5149878980744732,1,0,0,0.30072966968345477,0,41.3033
719,0,0,42,5,0.5469433426137282,3,1,0,0.7455001952686481,1,49.55664
617,0,0,58,3,0.47439480308518894,2,1,0,0.1759551037124045,1,85.791214
651,1,1,35,7,0.29742554038573993,3,1,0,0.6472603633647013,1,16.867868
637,2,0,45,2,0.6294565654126743,1,1,1,0.7256838528079431,1,52.63223
554,1,0,26,7,0.3691014945550204,2,1,0,0.9635825721356389,0,0.40659046
731,0,1,35,2,0.5096209779835311,2,1,0,0.6954270132797682,0,2.3050532
569,2,0,42,1,0.0,1,1,1,0.4181300314180004,1,15.26705
625,0,0,37,4,0.5688038916517858,1,1,0,0.17808615722801527,0,41.784214
592,1,0,38,4,0.0,2,1,0,0.17665377043507652,0,2.1899762
669,1,1,43,1,0.6503032765215552,1,0,1,0.07796354551859701,0,10.463152
663,0,1,32,3,0.4327926928419424,1,1,1,0.9118052273992165,0,4.9145384
518,0,0,41,5,0.4409160308872818,1,1,0,0.44662310250628934,0,50.94597
686,0,0,43,5,0.617167870827554,2,1,1,0.7595326353666775,0,14.959013
709,0,1,45,4,0.4899109036661061,1,1,1,0.0,1,60.546978
571,1,0,33,9,0.0,2,0,1,0.3875772136239011,0,0.6320088
707,1,0,31,2,0.32996636203966323,2,0,0,0.4571042034514296,0,1.7230315
701,0,1,32,5,0.40853375966313654,1,0,0,0.531431701727515,0,32.867283
672,1,1,34,9,0.0,2,1,0,0.8090232117167189,0,0.8708672
620,0,1,39,9,0.6356875415034049,1,1,0,0.4028922762123783,1,58.981007
557,2,1,48,10,0.0,2,1,1,0.9255028855255677,0,5.8594065
648,2,0,54,7,0.47127110453491305,1,1,0,0.8629589625809265,1,92.80279
479,1,0,35,2,0.45074237113562726,1,1,0,0.9782844761674739,0,14.339752
730,1,0,22,9,0.2621126769039972,1,1,1,0.7289717668037298,0,3.5520475
737,0,0,43,1,0.5003520752190661,1,1,0,0.6925582893166298,1,70.66749
616,1,1,31,3,0.37570596890554253,2,1,0,0.8444980495637333,0,1.5844662
639,2,1,29,4,0.5318277632165316,2,1,0,0.489906086031216,0,2.2571976
815,2,0,39,6,0.0,1,1,1,0.42582216601685463,0,29.288355
786,2,1,31,9,0.0,2,1,1,0.09100259074741637,0,0.8718919
549,1,1,50,9,0.3776384268210252,2,0,1,0.06798949299658116,0,6.9630013
622,1,0,38,4,0.3931506214335869,1,1,1,0.5522847931977504,0,17.352686
624,1,1,26,9,0.2976583042142728,2,0,0,0.1561137588639715,0,0.76810664
841,1,1,34,4,0.0,2,1,0,0.7079230066471348,0,0.82101244
614,2,0,41,7,0.7170873640369284,1,0,0,0.07328084832101465,1,66.71272
676,1,1,30,1,0.5109932482945566,1,1,1,0.27696940057775515,0,4.5651712
697,1,1,42,9,0.5290564786682913,2,0,0,0.8733637562387208,0,1.8421326
732,1,0,40,10,0.0,2,1,0,0.7709611267876081,0,4.511939
623,1,1,27,4,0.4803137799893176,1,0,0,0.7108621873388908,0,4.859713
541,1,1,46,4,0.4964052536230946,2,1,0,0.47248252208085867,0,3.6369522
773,2,0,39,4,0.0,2,0,1,0.9104362966663316,0,3.8573823
762,0,1,34,4,0.3539905784057583,2,1,0,0.34278613607599523,1,2.4514985
655,2,0,35,1,0.32774864886376776,2,1,0,0.44397459957425933,0,6.315984
602,0,1,32,7,0.7362186774717975,2,1,0,0.5689063805593434,0,2.4046187
850,1,1,31,3,0.0,2,1,0,0.6093346414582592,0,0.61381066
649,2,1,51,4,0.0,1,1,1,0.7519667628258498,0,29.74985
850,0,1,28,4,0.5897700935068897,1,1,0,0.3035146856524798,1,31.181973
543,1,1,43,9,0.0,2,1,1,0.39427010279481695,0,11.181315
672,1,1,52,8,0.6776011726514141,1,0,0,0.2820061315855664,1,64.62173
600,1,0,27,3,0.0,2,0,1,0.6284969714607744,0,1.6934739
671,2,0,34,10,0.0,1,1,0,0.11613009042363545,0,21.56516
706,2,0,42,8,0.3801815310750274,1,1,1,0.378639510073212,0,22.468817
541,0,1,51,7,0.3601991549636747,2,1,0,0.8993369366774526,0,26.909342
711,0,1,34,4,0.5319600878587797,2,1,1,0.21484581777559755,0,1.448012
630,2,1,30,3,0.0,2,0,1,0.05238055234274873,0,2.644484
531,1,1,31,3,0.383774384252985,1,1,0,0.28394286654375495,0,5.711822
641,1,0,26,4,0.36488057760822334,2,0,1,0.14074224088400442,0,0.49251458
631,0,1,37,8,0.5511904853480551,2,0,0,0.7621294333608859,1,1.8724111
685,1,1,35,9,0.0,1,1,0,0.8351910107415257,0,10.525037
702,2,1,32,8,0.2856448209709369,1,1,1,0.630413204461026,0,7.9708843
708,0,0,43,0,0.4742755913367057,1,1,0,0.9075276188876037,1,83.65834
653,2,1,55,7,0.0,2,1,1,0.20979728564077868,0,6.613923
654,0,1,37,2,0.5803554343518519,2,0,0,0.931534011498098,0,1.9950356
596,1,0,33,1,0.5506730242545889,1,1,0,0.4270455828531624,0,18.757143
549,0,0,31,9,0.5381476200157602,2,1,1,0.11666914190305173,0,1.9729601
754,1,1,38,2,0.0,2,1,0,0.9035199861586781,0,0.7829108
815,0,0,25,8,0.5387114345908334,1,1,1,0.6803623246019994,0,2.292316
556,1,0,52,9,0.0,1,1,0,0.8757717362008072,1,88.37893
706,1,1,32,6,0.3765930222904447,1,1,1,0.7347609696726036,0,5.1457763
850,1,1,46,9,0.46887718435799974,1,1,0,0.4445879581500033,0,36.891457
732,2,0,33,8,0.44392346709375113,1,1,1,0.22545673111782175,0,11.225152
614,1,1,40,6,0.0,1,1,1,0.10165075764735532,1,34.31202
580,2,0,57,0,0.5453249564394851,1,0,1,0.5426376218928908,0,54.42366
593,1,0,46,7,0.39359610111021576,1,1,0,0.7278135061898411,0,51.790237
653,0,0,25,2,0.6307996206746732,3,1,1,0.9968234966439293,0,8.163699
746,1,0,29,4,0.42088670344202306,1,1,1,0.21549352963207982,0,3.5563323
662,1,0,29,10,0.0,2,1,0,0.6875493109591966,0,2.4364774
573,1,1,31,2,0.0,2,1,1,0.4597729583175193,0,0.5751533
684,2,0,39,4,0.5568950325608298,1,1,1,0.6030602422531351,0,49.91902
793,1,0,41,3,0.5651954544572261,1,1,0,0.5145970940224791,0,17.683752
798,0,0,49,5,0.5283885182226777,1,1,1,0.15838887613767114,1,78.398735
524,1,1,40,2,0.7194829582002797,1,1,0,0.9000401538346912,0,15.675611
816,1,1,31,8,0.0,2,1,1,0.14199266029905855,0,0.9925096
742,0,0,41,4,0.369894087276631,1,0,1,0.36869706056928436,1,38.877506
540,1,1,22,4,0.0,3,1,1,0.9311973293449525,1,2.5333254
537,0,1,39,3,0.5393000799647378,1,1,0,0.15860154644768573,1,35.569958
759,2,0,74,6,0.5138255137773269,1,1,1,0.24118833348584787,0,6.405775
774,1,0,52,2,0.22551359398551024,1,1,0,0.5663275842842991,1,88.57324
608,0,1,42,8,0.523681746640638,2,1,0,0.35586653525411677,0,3.7401013
704,2,1,37,4,0.0,2,0,0,0.12837901019547365,0,4.816673
581,1,1,41,8,0.0,2,0,0,0.14864199531055214,0,1.1793932
628,0,0,61,1,0.38805261530687624,1,1,1,0.7496255892437728,1,81.9064
566,1,0,42,6,0.0,1,1,0,0.9035389879733514,1,36.244926
701,2,1,59,7,0.0,2,0,1,0.13794322357785166,0,7.7578716
735,2,1,29,10,0.0,2,1,1,0.47511382337013186,0,4.040421
680,1,0,34,1,0.0,2,1,0,0.8351972113336823,0,3.671956
560,1,1,57,0,0.0,2,0,1,0.5839064130624475,0,18.652584
663,0,0,29,4,0.4093879311715765,2,0,0,0.10580625449730449,0,2.8052626
665,1,0,34,5,0.27029587989290793,1,1,1,0.14816414967629407,0,3.2065363
758,1,1,51,8,0.32567190926005063,1,1,1,0.5825980881174152,0,26.209051
621,1,1,26,2,0.29987290855821186,1,0,1,0.22106521172771998,0,3.6100597
764,0,1,28,10,0.49431695554159066,1,1,0,0.8309628569528389,0,26.128588
537,0,0,46,5,0.40146778319436394,1,0,1,0.7042981604743253,1,88.82269
589,1,0,46,10,0.42741995365528695,2,1,0,0.18508117525223655,0,12.160186
555,1,1,24,5,0.0,2,1,0,0.13752258340671533,0,0.84691757
734,1,0,29,0,0.5579741958179116,1,1,0,0.08867416838308058,0,11.924721
783,2,0,59,9,0.5030921917341021,1,1,1,0.022062356955089207,0,60.024178
678,0,0,51,1,0.5809172560859273,1,0,0,0.5485866900288977,1,91.57002
661,1,1,47,5,0.0,1,0,1,0.5362098580414429,1,33.302025
607,2,0,25,4,0.48293269191487276,1,0,1,0.5764383498624118,0,15.379089
537,2,0,38,1,0.0,2,0,1,0.20613163557119704,0,11.138992
513,2,1,88,10,0.0,2,1,1,0.2647285815795408,0,1.0995599
576,1,1,63,9,0.28161027451424603,1,0,0,0.3947587994653489,1,98.27133
660,0,1,41,1,0.5177449138811699,1,1,0,0.1300825228809351,1,40.76795
637,1,1,40,8,0.5000867483686305,1,1,1,0.8727062934510246,0,12.931267
672,1,0,53,9,0.6751997593923493,4,1,1,0.7365697924151756,1,94.628975
629,1,1,32,2,0.0,2,0,1,0.38980652652328296,0,2.0313804
583,0,1,40,4,0.4266325821770904,1,1,1,0.028122935740363203,0,28.05159
763,2,0,32,10,0.37925266788599316,1,0,1,0.40653142375096823,0,4.394627
516,0,1,32,3,0.5785858712595222,2,0,0,0.5571025532938395,0,2.6969585
617,1,0,27,4,0.0,2,0,0,0.9513790066951393,0,1.4461093
700,1,1,38,9,0.2629060667620069,1,1,1,0.5047427029281296,0,11.091393
727,0,1,36,6,0.559664722836272,1,1,1,0.5651647232310685,1,31.58277
689,2,0,31,3,0.5571968682583436,1,0,1,0.603317566827632,0,40.277077
626,0,1,49,9,0.6846917009212785,2,1,0,0.9359926372968619,0,19.61724
686,1,1,38,6,0.5948190757450565,1,1,1,0.48911496047872566,0,21.573889
351,0,0,57,4,0.6502499082396364,1,1,0,0.8481315465626967,1,99.41244
739,1,0,37,8,0.0,2,1,0,0.9578190717213494,1,0.9731053
627,1,1,32,10,0.0,2,1,0,0.5164295190190663,0,3.1277425
451,0,0,38,9,0.24504957371337505,1,1,1,0.8377154018208739,0,50.112873
512,1,0,41,8,0.5785228576271745,1,1,0,0.3243196725287265,1,14.275906
774,1,0,41,5,0.5048678130630648,1,1,0,0.5121213075848743,0,15.418361
652,1,0,40,8,0.3363548921396732,2,0,1,0.5393746102752812,0,2.9977963
638,0,1,37,2,0.3576307017721817,2,1,1,0.18643430447607742,0,5.0748453
475,1,0,57,1,0.0,2,1,0,0.4462296649330011,0,48.23715
567,2,1,40,4,0.4728166722990997,1,0,0,0.45985416607285995,0,31.348906
750,1,1,37,3,0.0,2,1,0,0.08430115075989757,0,0.63615686
850,1,1,39,6,0.3860656332616961,1,1,1,0.6084061527875911,0,10.478185
753,1,0,38,6,0.5670168712723163,1,0,1,0.16861035228864354,0,8.0023
683,2,0,36,7,0.0,2,1,0,0.5239250848456027,0,16.353144
710,1,0,32,3,0.0,1,1,0,0.4739390611803427,0,13.797754
645,2,0,21,1,0.0,2,0,0,0.1435861624785167,0,2.4131157
714,1,1,28,6,0.4891403119091102,1,1,1,0.3352604673746343,0,4.2356086
696,0,0,35,4,0.6971047886414761,1,1,0,0.34537433324882527,0,44.65404
612,2,0,26,4,0.0,2,1,1,0.8989316479723812,0,3.0389695
520,0,0,31,3,0.43409724641586556,1,1,1,0.9178917086581768,1,32.207996
782,2,1,23,10,0.3908067215657162,1,1,1,0.7129467864181029,0,7.106506
666,1,1,46,5,0.4937191430990966,1,1,1,0.8892473231193578,0,19.031462
466,0,0,56,2,0.44607804706683907,3,1,0,0.98820702377077,1,99.537125
567,1,0,45,4,0.0,2,0,1,0.6052658528889509,0,9.148002
613,1,1,20,3,0.0,2,1,1,0.7480823918684233,0,0.26550916
718,1,1,37,8,0.0,2,1,1,0.0006562126683098235,0,1.4108863
614,1,0,37,8,0.2995253570882106,4,0,1,0.6588383690642456,1,88.82843
711,1,1,38,10,0.0,2,0,0,0.2665264532762879,0,5.5465403
691,0,0,38,5,0.4573719951395406,1,1,0,0.5383186094272003,0,69.51715
527,1,1,32,0,0.0,1,1,0,0.5476137971176247,0,7.587653
476,1,0,32,6,0.4458859371946594,1,0,0,0.5606599430245588,0,18.797138
619,2,0,45,0,0.0,2,0,0,0.5682233653313891,0,32.152275
607,0,0,37,4,0.5417620357333132,1,0,0,0.904480477885638,0,56.611557
695,2,1,44,8,0.0,2,1,1,0.35484663785391507,0,5.140335
653,1,1,33,1,0.0,2,0,0,0.2668651856252272,0,0.8028136
677,1,1,46,2,0.2273342933778412,1,1,1,0.7926728502571996,0,19.42342
655,1,0,50,10,0.0,4,1,0,0.8963674030869948,1,97.029755
625,1,0,52,2,0.3167380030673012,1,1,1,0.42301264770785607,0,65.32614
679,0,0,34,7,0.48252200724206395,1,1,0,0.2848922072057882,0,48.20197
734,1,1,51,1,0.47245265996245733,1,1,1,0.5845601754967599,0,46.967827
666,1,1,39,10,0.0,2,1,0,0.5149879313474437,0,3.3546348
592,0,0,26,4,0.4188237144411901,2,1,0,0.6640133632761929,0,3.4792554
564,1,1,40,4,0.0,1,1,0,0.4272610034258271,1,12.378506
814,1,0,36,6,0.0,2,1,1,0.4932742576916095,0,3.3116844
592,0,1,36,2,0.4173114669784852,2,1,0,0.5397372449068886,0,3.8971982
758,1,0,50,2,0.3818831781461549,3,1,1,0.3396949908716282,1,95.97528
612,2,0,62,0,0.665714952234192,2,1,1,0.9644944592208554,0,27.332544
498,0,1,61,7,0.40834611375479185,1,1,0,0.9362693137194601,1,92.60243
638,0,1,25,4,0.5900620845698746,2,1,1,0.5736089796575573,0,0.6779701
558,1,1,35,1,0.0,2,0,0,0.5584332803782761,0,1.0240996
756,1,0,24,1,0.0,2,1,0,0.9209412998941399,0,2.6960585
782,2,1,52,4,0.0,1,1,1,0.26376638969021543,1,80.25546
505,1,1,34,10,0.41649894584689745,1,0,1,0.6322581806562526,0,2.2381437
671,2,0,29,6,0.0,2,0,0,0.06019119825943377,0,1.7295111
801,1,1,42,6,0.0,2,1,1,0.4790094954068113,0,1.7012218
604,1,1,26,8,0.5960289295147684,2,0,1,0.9895942062466965,0,0.6148002
716,1,0,29,10,0.3505263431857931,1,1,1,0.9126879617003423,0,6.169504
624,1,0,45,3,0.273575498322845,1,1,0,0.8400338732348939,1,52.907837
607,0,1,47,4,0.5931743840696436,1,1,1,0.39723308575969,0,87.191925
827,1,0,60,2,0.0,2,0,1,0.3030501912932685,0,31.907066
606,1,1,61,5,0.43111563742872655,2,0,1,0.0431622719969757,0,6.6969504
717,0,0,35,5,0.4113810113102097,1,1,0,0.860887814786312,0,44.48402
651,0,1,40,1,0.5371113426969493,2,0,0,0.8721956946888427,1,4.6127715
691,1,1,58,3,0.0,1,0,1,0.9746866825781861,1,48.421772
573,1,0,33,0,0.3592081549923318,1,1,0,0.6873912958687554,0,27.699318
723,2,1,38,6,0.0,2,1,1,0.4720651822249025,0,3.1553276
584,0,0,46,6,0.3481932445161301,2,1,0,0.6018839299153068,1,12.590798
550,0,0,45,8,0.44343737331758887,1,0,0,0.488105814105247,1,79.118126
611,1,0,61,3,0.5244503455566362,4,0,1,0.3311648762456814,1,97.266075
549,0,1,41,9,0.3787226917510612,3,1,1,0.658557942283488,1,60.02323
850,2,0,24,1,0.0,2,0,1,0.3452394203646448,0,0.8586524
668,0,1,34,5,0.3198205693793843,2,0,0,0.2838740599727274,0,0.6102124
686,1,0,43,0,0.0,1,1,1,0.8503878120360494,0,51.663136
660,1,1,50,1,0.0,3,1,1,0.9592794611885435,1,89.51725
682,2,0,59,0,0.48888929365703826,1,0,1,0.42400139213294863,0,44.641914
524,1,1,50,4,0.0,2,1,1,0.15916024980385626,1,13.540862
645,1,0,36,8,0.0,2,1,1,0.06043092115297011,1,7.222434
850,1,1,42,0,0.0,2,1,0,0.22079238567283171,0,2.2495832
537,1,0,53,3,0.0,1,1,1,0.4570188452997261,0,46.62983
599,2,0,46,7,0.3258009656430625,2,1,0,0.4163929155234325,0,19.090124
727,2,1,71,8,0.0,1,1,1,0.9922714119198383,1,15.196198
756,2,1,30,2,0.5784334587800171,1,0,0,0.03771910217425764,0,26.590288
755,1,1,38,9,0.5935176310030899,1,1,0,0.40206129685384956,0,4.863029
634,2,0,41,4,0.0,2,1,1,0.8227693744752623,0,4.5249724
837,1,1,26,4,0.35831376795255804,2,1,0,0.877411042754583,0,0.52581584
727,0,0,30,8,0.47440488686063736,2,1,1,0.6895256496995463,0,3.5996888
567,0,0,40,2,0.4193848586093262,2,1,0,0.46896618627078884,0,4.062537
650,2,0,30,6,0.0,1,0,0,0.3399602162006472,1,36.18098
655,2,1,34,1,0.4627971859012558,1,1,1,0.24742647922876632,0,6.9288626
763,1,0,58,9,0.7489556815677633,1,0,1,0.1790851026273009,0,56.27863
843,1,0,27,5,0.0,2,1,1,0.3374454760429621,0,1.1930723
667,1,0,38,6,0.5756601813907791,1,1,1,0.369793265256832,1,7.908111
705,1,0,50,4,0.3071601700913706,2,0,1,0.7258077146367478,0,31.38462
660,0,0,29,6,0.7194964696622442,1,1,1,0.6192541387702525,0,11.562771
553,1,1,42,1,0.0,2,0,0,0.11906367058054043,0,1.549376
612,0,0,47,6,0.5182377833167243,1,1,1,0.22871499228176287,1,91.540924
641,0,0,40,2,0.43877053826914353,1,1,0,0.7988840934309227,0,46.354485
513,2,0,31,5,0.6969102873600991,1,1,0,0.4211754722576006,0,46.860714
680,1,1,44,7,0.4333431952391507,1,0,1,0.3616289355633463,0,12.618335
711,1,1,58,9,0.36383349909120477,2,1,1,0.13379412733916088,0,6.812595
689,2,1,40,2,0.0,2,1,1,0.8238648790959536,0,11.561905
665,0,0,51,9,0.4408579196437885,2,0,1,0.00550642586366998,1,63.677876
551,0,1,54,5,0.41050149086427884,1,1,0,0.8834272673040275,1,95.16657
645,2,1,36,4,0.23871783958179996,2,1,0,0.21996130630475208,0,5.7300253
616,0,1,29,8,0.5951362563182526,1,1,0,0.7037399571659093,0,32.862854
582,1,0,32,1,0.4639714475307485,1,0,1,0.7639696591024443,0,8.709615
365,0,1,30,0,0.5092110107334815,1,1,0,0.4076702825119799,1,84.348854
697,0,0,38,6,0.5284669963011676,1,1,1,0.03688462248144697,1,36.196148
704,1,1,31,0,0.0,2,1,0,0.9152211536201706,0,5.1269855
656,1,0,46,5,0.45198486764088164,2,1,1,0.6942537012284673,0,5.3450174
712,1,0,31,7,0.0,2,1,0,0.8516903364271288,0,1.1515936
748,1,1,40,0,0.0,1,0,0,0.3020547462282648,0,5.71203
724,1,1,28,9,0.0,2,1,1,0.5011909637370369,0,0.83442926
691,1,1,50,6,0.5458529795902393,1,1,1,0.013468286221334136,0,24.893682
563,1,1,33,8,0.0,2,0,1,0.3440502067947489,0,0.94695973
741,1,1,32,5,0.0,1,1,1,0.3241692081593792,0,4.234699
778,1,1,44,8,0.49368107983604026,1,1,0,0.722485797393651,0,17.49765
848,2,1,22,7,0.4815177748064962,1,1,1,0.9275823841176831,0,7.5560637
634,0,1,38,2,0.5915969707063135,1,1,1,0.2802474636327769,0,50.98563
505,0,1,40,6,0.19079336155966756,2,1,1,0.7753259936323919,0,4.9244957
692,0,1,53,7,0.601546986666977,2,0,0,0.5990852626425823,0,23.062286
537,0,0,47,6,0.4111763066829246,1,1,0,0.0812480591896526,1,92.59145
633,1,1,29,10,0.5189608258875148,1,1,0,0.9233046255917439,0,22.870804
833,1,0,28,4,0.544741133740795,2,0,0,0.026338515328213838,0,1.2232038
592,2,0,40,2,0.7984215822448072,1,1,1,0.5662198239931913,0,36.64561
587,2,1,48,1,0.0,2,1,1,0.044486348446276615,0,9.832356
550,2,1,62,7,0.3225515188258309,1,0,1,0.3224262417060829,0,19.564455
680,1,0,24,10,0.0,3,1,0,0.7748742504909218,1,29.169971
622,2,0,41,9,0.0,2,1,1,0.7789484395759795,0,6.9756575
594,0,1,28,0,0.5682574546502128,2,1,0,0.6454278383585632,0,10.983445
643,0,0,34,7,0.6394072987960969,1,0,1,0.9426976776282133,0,29.443985
540,1,1,25,5,0.4629777372956486,1,1,0,0.0670068491540942,0,2.0737283
635,2,0,34,5,0.3933209296252515,2,1,0,0.07861555778576854,0,4.6673565
657,1,1,32,3,0.473614725405044,2,1,1,0.3656150662388258,0,0.6332821
814,1,1,31,1,0.47378168562383244,1,1,0,0.508511612859028,0,6.643428
600,1,1,32,1,0.0,1,1,1,0.5099215975125625,0,8.555695
682,1,0,46,2,0.0,1,1,1,0.5722100460593986,0,39.931385
682,1,1,38,4,0.4272347390129595,1,1,1,0.07829542721329887,0,22.087784
566,1,1,42,3,0.43049662115801685,1,1,1,0.7874478012650208,0,7.7654095
550,2,1,34,3,0.0,2,0,0,0.6564111872683841,0,2.8789005
630,1,1,26,7,0.5174918629312802,2,0,1,0.9850419215035034,0,0.5940753
546,0,0,58,3,0.4243089694305764,4,1,0,0.6444129914406825,1,99.910095
486,1,1,63,9,0.3866476225466683,1,1,1,0.4254877340786045,0,6.799715
762,2,1,35,9,0.4899575760022725,2,0,0,0.7491238413268467,0,0.6505182
692,0,1,45,6,0.6070067332915926,4,0,1,0.5401979889079407,1,96.96413
498,1,0,30,1,0.0,2,0,0,0.6789845930286342,0,0.7078727
850,2,1,49,8,0.0,1,0,0,0.1292927974621576,1,94.211205
603,1,1,35,6,0.5141281067544198,2,1,0,0.6524222063207036,0,1.116044
551,1,0,36,5,0.0,1,1,0,0.9174253141174982,0,18.82384
627,0,1,27,0,0.7384171398036551,2,1,1,0.3851155785377503,0,16.177616
515,1,0,28,9,0.0,2,0,0,0.4706958014490384,0,2.1111703
605,2,0,29,3,0.4655508537350763,1,0,0,0.020407798944799226,0,44.36111
567,0,1,29,5,0.5171449491703982,1,1,0,0.5462822199520053,0,20.12384
568,0,0,29,2,0.5148584829800817,2,0,1,0.5230820043314136,0,2.3804836
571,0,1,25,6,0.3288455484057292,2,1,0,0.8385475312892381,0,0.8100811
634,0,1,48,2,0.42745518708412655,1,1,1,0.5185518717037477,1,86.61578
768,2,0,42,3,0.0,1,0,0,0.8062340453513309,1,55.10328
554,0,0,36,3,0.6288646119227134,2,1,0,0.030390652307295343,0,5.946707
629,1,1,35,1,0.6862163039981691,1,1,1,0.7989052454509404,0,9.685364
638,2,1,48,2,0.0,2,1,1,0.03954127619187632,0,12.303556
576,1,1,41,1,0.0,1,1,1,0.941405004177899,0,10.278971
661,2,0,42,9,0.3003667345574453,1,1,0,0.13799587860640689,1,47.708847
592,1,0,27,4,0.0,2,1,1,0.9178760071586836,0,1.6405748
702,2,1,30,2,0.0,2,1,1,0.7276981951776395,0,3.5895917
647,1,0,29,0,0.39164690333035224,2,1,0,0.8236105048032087,0,6.6006227
593,1,1,43,9,0.0,2,1,1,0.38176570862517367,0,7.0335693
712,0,0,40,3,0.4356700762449009,2,1,0,0.600793075738733,1,4.4078755
625,2,0,31,8,0.0,2,1,0,0.7592323066852884,0,7.427854
538,0,0,28,6,0.6551083748784219,1,0,1,0.02843966598810186,0,28.028458
637,2,0,22,5,0.39378538114817857,1,1,0,0.6143285183735047,0,34.934082
632,1,1,27,4,0.7697382231965179,1,1,1,0.7633442493758154,0,4.106725
736,1,1,27,5,0.20535329702988175,1,0,1,0.9606926961524824,0,2.310665
755,1,1,23,5,0.33593113442991934,2,1,1,0.31423010897540715,0,0.39085066
425,2,0,39,5,0.0,2,1,0,0.7047167504496679,0,5.639871
461,1,1,51,9,0.47784277672261277,1,0,0,0.28380755362137083,1,88.20497
745,1,1,21,4,0.549667197546223,1,1,1,0.8862028823752668,0,0.4615512
616,1,0,37,6,0.0,2,1,0,0.4311941790440987,0,3.9571967
587,1,1,33,5,0.3990338069133967,1,1,0,0.17103633396989412,0,15.909459
850,0,1,40,4,0.6619506350167912,2,0,1,0.2219941504413671,0,1.1645775
601,1,0,38,0,0.0,2,1,0,0.8260042334042901,0,5.9835844
730,2,1,26,3,0.0,1,1,0,0.1726706400461244,0,13.433788
532,1,1,44,3,0.592254608235559,1,1,0,0.37417103333368334,1,29.73203
850,0,1,53,2,0.3749688568773083,2,1,0,0.18486245436439178,0,17.727747
779,2,0,34,5,0.0,2,0,1,0.5583785751539272,0,2.5147922
562,1,1,29,9,0.0,1,1,1,0.12924784316902263,0,2.5398633
670,0,1,40,2,0.6574341797500333,3,0,0,0.8851666334134909,1,15.870259
729,1,0,62,4,0.5601852130480547,1,1,0,0.15490769368474688,1,96.954094
767,1,0,44,2,0.6078533718610613,1,1,1,0.6845832276982451,0,33.596924
742,1,0,28,2,0.7647109230684062,1,1,0,0.5422838381065391,1,8.52771
669,1,0,44,8,0.3842918453464513,1,0,0,0.6580523439988519,1,33.323597
542,2,1,32,2,0.5258945574276792,1,0,1,0.79870617643985,0,8.885316
586,1,1,29,3,0.0,2,1,1,0.7112027198597466,0,0.48434073
612,0,1,30,9,0.5695944118187588,1,1,0,0.5294454120368495,1,29.923359
740,1,0,37,7,0.0,2,1,1,0.9713894176893892,0,2.8137832
584,1,1,35,3,0.5831514301284637,1,1,1,0.5272097985357601,0,6.8939404
524,1,1,52,2,0.3503185695833715,1,1,0,0.8695222393738602,1,88.3473
614,1,0,19,5,0.3883867350285529,2,1,0,0.6141174482163047,0,0.6348952
598,1,0,64,9,0.0,1,0,1,0.06585523917534124,1,30.550411
799,2,1,35,7,0.0,2,0,1,0.7039133237224154,0,0.9251255
724,1,1,34,2,0.6157310324682026,2,0,0,0.3927828107584274,0,0.5069119
601,1,1,50,2,0.46084475971897604,1,1,0,0.9293068988088361,0,75.2206
804,1,1,25,7,0.4320346559832321,1,1,0,0.6413881025637947,0,6.964335
745,0,1,38,5,0.25944960362193276,2,1,1,0.7009961451318601,0,3.167355
667,0,1,43,1,0.4105987813617872,1,1,0,0.16226954674171382,1,48.05884
518,1,0,38,10,0.3378454973491428,1,1,1,0.8112890781069592,0,26.266756
819,1,0,38,10,0.0,2,1,0,0.15245015899018355,0,9.51822
520,2,0,35,4,0.4610669216334011,1,1,1,0.45138870762157784,0,15.776907
625,1,0,39,5,0.0,2,1,0,0.16303371972023326,0,1.475527
673,0,1,36,5,0.2913057648226816,2,0,0,0.9807470613443584,0,0.5673928
656,0,0,27,3,0.6014594610903575,2,1,0,0.0849438121340588,0,4.8478384
850,2,0,23,9,0.5701711400034971,1,0,1,0.3148769707507067,0,2.0320413
